REF_DATE,GEO,Age (15C),Gender (3),Statistics (2),Coordinate,Immigrant status and period of immigration (9),Symbol,Non-immigrants[2],Symbol,Immigrants[3],Symbol,Before 2001[4],Symbol,2001 to 2005[5],Symbol,2006 to 2010[6],Symbol,2011 to 2015[7],Symbol,2016 to 2021[8],Symbol,Non-permanent residents[9],Symbol
2021,"Corner Brook (CA), N.L.",Total - Age,Men+,% distribution (2021),3.1.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",Total - Age,Women+,2021 Counts,3.1.3.1,14920,,14540,,305,,130,,15,,40,,40,,80,,70,
2021,"Corner Brook (CA), N.L.",Total - Age,Women+,% distribution (2021),3.1.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",0 to 14 years,Total - Gender,2021 Counts,3.2.1.1,3740,,3690,,35,,0,,0,,0,,0,,30,,15,
2021,"Corner Brook (CA), N.L.",0 to 14 years,Total - Gender,% distribution (2021),3.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",0 to 14 years,Men+,2021 Counts,3.2.2.1,1975,,1945,,25,,0,,0,,0,,0,,25,,10,
2021,"Corner Brook (CA), N.L.",0 to 14 years,Men+,% distribution (2021),3.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",0 to 14 years,Women+,2021 Counts,3.2.3.1,1765,,1750,,10,,0,,0,,0,,0,,10,,0,
2021,"Corner Brook (CA), N.L.",0 to 14 years,Women+,% distribution (2021),3.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 years and over,Total - Gender,2021 Counts,3.3.1.1,25235,,24465,,630,,275,,35,,85,,90,,140,,145,
2021,"Corner Brook (CA), N.L.",15 years and over,Total - Gender,% distribution (2021),3.3.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 years and over,Men+,2021 Counts,3.3.2.1,12085,,11675,,335,,150,,20,,45,,50,,70,,80,
2021,"Corner Brook (CA), N.L.",15 years and over,Men+,% distribution (2021),3.3.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 years and over,Women+,2021 Counts,3.3.3.1,13150,,12795,,300,,130,,15,,40,,40,,75,,65,
2021,"Corner Brook (CA), N.L.",15 years and over,Women+,% distribution (2021),3.3.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 to 24 years,Total - Gender,2021 Counts,3.4.1.1,3150,,3005,,70,,0,,0,,30,,15,,20,,70,
2021,"Corner Brook (CA), N.L.",15 to 24 years,Total - Gender,% distribution (2021),3.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 to 24 years,Men+,2021 Counts,3.4.2.1,1570,,1485,,40,,0,,0,,25,,0,,15,,40,
2021,"Corner Brook (CA), N.L.",15 to 24 years,Men+,% distribution (2021),3.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 to 24 years,Women+,2021 Counts,3.4.3.1,1580,,1520,,30,,0,,0,,10,,15,,10,,30,
2021,"Corner Brook (CA), N.L.",15 to 24 years,Women+,% distribution (2021),3.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 to 19 years,Total - Gender,2021 Counts,3.5.1.1,1565,,1520,,35,,0,,0,,10,,10,,20,,0,
2021,"Corner Brook (CA), N.L.",15 to 19 years,Total - Gender,% distribution (2021),3.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 to 19 years,Men+,2021 Counts,3.5.2.1,780,,750,,20,,0,,0,,0,,0,,15,,0,
2021,"Corner Brook (CA), N.L.",15 to 19 years,Men+,% distribution (2021),3.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 to 19 years,Women+,2021 Counts,3.5.3.1,785,,770,,15,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",15 to 19 years,Women+,% distribution (2021),3.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",20 to 24 years,Total - Gender,2021 Counts,3.6.1.1,1585,,1480,,35,,0,,0,,25,,10,,0,,70,
2021,"Corner Brook (CA), N.L.",20 to 24 years,Total - Gender,% distribution (2021),3.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",20 to 24 years,Men+,2021 Counts,3.6.2.1,785,,735,,15,,0,,0,,15,,0,,0,,40,
2021,"Corner Brook (CA), N.L.",20 to 24 years,Men+,% distribution (2021),3.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",20 to 24 years,Women+,2021 Counts,3.6.3.1,800,,750,,20,,0,,0,,0,,10,,0,,30,
2021,"Corner Brook (CA), N.L.",20 to 24 years,Women+,% distribution (2021),3.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",25 to 64 years,Total - Gender,2021 Counts,3.7.1.1,15155,,14710,,370,,105,,30,,55,,60,,120,,70,
2021,"Corner Brook (CA), N.L.",25 to 64 years,Total - Gender,% distribution (2021),3.7.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",25 to 64 years,Men+,2021 Counts,3.7.2.1,7210,,6985,,185,,55,,20,,25,,40,,50,,40,
2021,"Corner Brook (CA), N.L.",25 to 64 years,Men+,% distribution (2021),3.7.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",25 to 64 years,Women+,2021 Counts,3.7.3.1,7945,,7725,,185,,50,,15,,30,,25,,65,,35,
2021,"Corner Brook (CA), N.L.",25 to 64 years,Women+,% distribution (2021),3.7.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",25 to 54 years,Total - Gender,2021 Counts,3.8.1.1,10405,,10060,,275,,40,,25,,45,,55,,115,,70,
2021,"Corner Brook (CA), N.L.",25 to 54 years,Total - Gender,% distribution (2021),3.8.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",25 to 54 years,Men+,2021 Counts,3.8.2.1,5030,,4860,,125,,10,,10,,25,,35,,50,,40,
2021,"Corner Brook (CA), N.L.",25 to 54 years,Men+,% distribution (2021),3.8.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",25 to 54 years,Women+,2021 Counts,3.8.3.1,5375,,5195,,145,,30,,15,,20,,15,,65,,35,
2021,"Corner Brook (CA), N.L.",25 to 54 years,Women+,% distribution (2021),3.8.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",25 to 34 years,Total - Gender,2021 Counts,3.9.1.1,2985,,2835,,115,,0,,0,,30,,20,,55,,45,
2021,"Corner Brook (CA), N.L.",25 to 34 years,Total - Gender,% distribution (2021),3.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",25 to 34 years,Men+,2021 Counts,3.9.2.1,1535,,1460,,60,,0,,0,,15,,15,,25,,20,
2021,"Corner Brook (CA), N.L.",25 to 34 years,Men+,% distribution (2021),3.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",25 to 34 years,Women+,2021 Counts,3.9.3.1,1450,,1380,,50,,0,,0,,10,,0,,30,,25,
2021,"Corner Brook (CA), N.L.",25 to 34 years,Women+,% distribution (2021),3.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",35 to 44 years,Total - Gender,2021 Counts,3.10.1.1,3440,,3340,,80,,15,,0,,10,,15,,45,,30,
2021,"Corner Brook (CA), N.L.",35 to 44 years,Total - Gender,% distribution (2021),3.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",35 to 44 years,Men+,2021 Counts,3.10.2.1,1625,,1570,,40,,0,,0,,0,,10,,20,,20,
2021,"Corner Brook (CA), N.L.",35 to 44 years,Men+,% distribution (2021),3.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",35 to 44 years,Women+,2021 Counts,3.10.3.1,1815,,1765,,40,,15,,0,,0,,0,,25,,0,
2021,"Corner Brook (CA), N.L.",35 to 44 years,Women+,% distribution (2021),3.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",45 to 54 years,Total - Gender,2021 Counts,3.11.1.1,3980,,3890,,85,,30,,15,,10,,20,,10,,0,
2021,"Corner Brook (CA), N.L.",45 to 54 years,Total - Gender,% distribution (2021),3.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",45 to 54 years,Men+,2021 Counts,3.11.2.1,1870,,1840,,30,,10,,0,,0,,10,,0,,0,
2021,"Corner Brook (CA), N.L.",45 to 54 years,Men+,% distribution (2021),3.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",45 to 54 years,Women+,2021 Counts,3.11.3.1,2105,,2050,,55,,20,,10,,0,,0,,10,,0,
2021,"Corner Brook (CA), N.L.",45 to 54 years,Women+,% distribution (2021),3.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",55 to 64 years,Total - Gender,2021 Counts,3.12.1.1,4745,,4650,,100,,60,,10,,15,,10,,0,,0,
2021,"Corner Brook (CA), N.L.",55 to 64 years,Total - Gender,% distribution (2021),3.12.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",55 to 64 years,Men+,2021 Counts,3.12.2.1,2185,,2120,,60,,40,,10,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",55 to 64 years,Men+,% distribution (2021),3.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",55 to 64 years,Women+,2021 Counts,3.12.3.1,2565,,2525,,40,,20,,0,,10,,10,,0,,0,
2021,"Corner Brook (CA), N.L.",55 to 64 years,Women+,% distribution (2021),3.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",65 years and over,Total - Gender,2021 Counts,3.13.1.1,6935,,6745,,190,,175,,0,,0,,10,,0,,0,
2021,"Corner Brook (CA), N.L.",65 years and over,Total - Gender,% distribution (2021),3.13.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",65 years and over,Men+,2021 Counts,3.13.2.1,3305,,3195,,105,,95,,0,,0,,10,,0,,0,
2021,"Corner Brook (CA), N.L.",65 years and over,Men+,% distribution (2021),3.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",65 years and over,Women+,2021 Counts,3.13.3.1,3630,,3550,,80,,80,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",65 years and over,Women+,% distribution (2021),3.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",65 to 74 years,Total - Gender,2021 Counts,3.14.1.1,4305,,4195,,110,,100,,0,,0,,10,,0,,0,
2021,"Corner Brook (CA), N.L.",65 to 74 years,Total - Gender,% distribution (2021),3.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",65 to 74 years,Men+,2021 Counts,3.14.2.1,2105,,2035,,70,,60,,0,,0,,10,,0,,0,
2021,"Corner Brook (CA), N.L.",65 to 74 years,Men+,% distribution (2021),3.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",65 to 74 years,Women+,2021 Counts,3.14.3.1,2195,,2160,,40,,40,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",65 to 74 years,Women+,% distribution (2021),3.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",75 years and over,Total - Gender,2021 Counts,3.15.1.1,2630,,2550,,80,,75,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",75 years and over,Total - Gender,% distribution (2021),3.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",75 years and over,Men+,2021 Counts,3.15.2.1,1200,,1160,,35,,35,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",75 years and over,Men+,% distribution (2021),3.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",75 years and over,Women+,2021 Counts,3.15.3.1,1430,,1385,,45,,35,,0,,0,,0,,0,,0,
2021,"Corner Brook (CA), N.L.",75 years and over,Women+,% distribution (2021),3.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",Total - Age,Total - Gender,2021 Counts,4.1.1.1,13080,,12695,,300,,50,,10,,55,,65,,130,,80,
2021,"Gander (CA), N.L.",Total - Age,Total - Gender,% distribution (2021),4.1.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",Total - Age,Men+,2021 Counts,4.1.2.1,6425,,6205,,165,,15,,0,,25,,40,,80,,55,
2021,"Gander (CA), N.L.",Total - Age,Men+,% distribution (2021),4.1.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",Total - Age,Women+,2021 Counts,4.1.3.1,6655,,6490,,140,,35,,0,,25,,25,,50,,25,
2021,"Gander (CA), N.L.",Total - Age,Women+,% distribution (2021),4.1.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",0 to 14 years,Total - Gender,2021 Counts,4.2.1.1,2015,,1970,,35,,0,,0,,0,,30,,0,,10,
2021,"Gander (CA), N.L.",0 to 14 years,Total - Gender,% distribution (2021),4.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",0 to 14 years,Men+,2021 Counts,4.2.2.1,1055,,1035,,15,,0,,0,,0,,15,,0,,0,
2021,"Gander (CA), N.L.",0 to 14 years,Men+,% distribution (2021),4.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",0 to 14 years,Women+,2021 Counts,4.2.3.1,960,,935,,15,,0,,0,,0,,10,,0,,0,
2021,"Gander (CA), N.L.",0 to 14 years,Women+,% distribution (2021),4.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",15 years and over,Total - Gender,2021 Counts,4.3.1.1,11060,,10725,,270,,50,,10,,55,,35,,120,,70,
2021,"Gander (CA), N.L.",15 years and over,Total - Gender,% distribution (2021),4.3.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",15 years and over,Men+,2021 Counts,4.3.2.1,5370,,5170,,150,,15,,0,,25,,20,,80,,50,
2021,"Gander (CA), N.L.",15 years and over,Men+,% distribution (2021),4.3.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",15 years and over,Women+,2021 Counts,4.3.3.1,5695,,5550,,120,,35,,0,,25,,10,,45,,20,
2021,"Gander (CA), N.L.",15 years and over,Women+,% distribution (2021),4.3.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",15 to 24 years,Total - Gender,2021 Counts,4.4.1.1,1470,,1385,,50,,0,,0,,10,,0,,40,,30,
2021,"Gander (CA), N.L.",15 to 24 years,Total - Gender,% distribution (2021),4.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",15 to 24 years,Men+,2021 Counts,4.4.2.1,740,,685,,35,,0,,0,,0,,0,,35,,25,
2021,"Gander (CA), N.L.",15 to 24 years,Men+,% distribution (2021),4.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",15 to 24 years,Women+,2021 Counts,4.4.3.1,725,,700,,20,,0,,0,,10,,0,,10,,10,
2021,"Gander (CA), N.L.",15 to 24 years,Women+,% distribution (2021),4.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",15 to 19 years,Total - Gender,2021 Counts,4.5.1.1,825,,800,,25,,0,,0,,10,,0,,15,,0,
2021,"Gander (CA), N.L.",15 to 19 years,Total - Gender,% distribution (2021),4.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",15 to 19 years,Men+,2021 Counts,4.5.2.1,435,,415,,15,,0,,0,,0,,0,,15,,0,
2021,"Gander (CA), N.L.",15 to 19 years,Men+,% distribution (2021),4.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",15 to 19 years,Women+,2021 Counts,4.5.3.1,395,,385,,10,,0,,0,,10,,0,,0,,0,
2021,"Gander (CA), N.L.",15 to 19 years,Women+,% distribution (2021),4.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",20 to 24 years,Total - Gender,2021 Counts,4.6.1.1,640,,585,,30,,0,,0,,0,,0,,30,,25,
2021,"Gander (CA), N.L.",20 to 24 years,Total - Gender,% distribution (2021),4.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",20 to 24 years,Men+,2021 Counts,4.6.2.1,310,,270,,25,,0,,0,,0,,0,,15,,25,
2021,"Gander (CA), N.L.",20 to 24 years,Men+,% distribution (2021),4.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",20 to 24 years,Women+,2021 Counts,4.6.3.1,335,,315,,10,,0,,0,,0,,0,,10,,10,
2021,"Gander (CA), N.L.",20 to 24 years,Women+,% distribution (2021),4.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",25 to 64 years,Total - Gender,2021 Counts,4.7.1.1,7060,,6840,,185,,25,,10,,45,,30,,80,,40,
2021,"Gander (CA), N.L.",25 to 64 years,Total - Gender,% distribution (2021),4.7.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",25 to 64 years,Men+,2021 Counts,4.7.2.1,3455,,3325,,105,,0,,0,,25,,20,,50,,25,
2021,"Gander (CA), N.L.",25 to 64 years,Men+,% distribution (2021),4.7.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",25 to 64 years,Women+,2021 Counts,4.7.3.1,3610,,3510,,85,,20,,0,,15,,10,,30,,15,
2021,"Gander (CA), N.L.",25 to 64 years,Women+,% distribution (2021),4.7.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",25 to 54 years,Total - Gender,2021 Counts,4.8.1.1,5135,,4940,,150,,10,,0,,35,,25,,80,,40,
2021,"Gander (CA), N.L.",25 to 54 years,Total - Gender,% distribution (2021),4.8.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",25 to 54 years,Men+,2021 Counts,4.8.2.1,2465,,2350,,85,,0,,0,,25,,10,,50,,25,
2021,"Gander (CA), N.L.",25 to 54 years,Men+,% distribution (2021),4.8.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",25 to 54 years,Women+,2021 Counts,4.8.3.1,2670,,2590,,65,,10,,0,,10,,10,,30,,15,
2021,"Gander (CA), N.L.",25 to 54 years,Women+,% distribution (2021),4.8.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",25 to 34 years,Total - Gender,2021 Counts,4.9.1.1,1425,,1365,,30,,0,,0,,0,,10,,25,,30,
2021,"Gander (CA), N.L.",25 to 34 years,Total - Gender,% distribution (2021),4.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",25 to 34 years,Men+,2021 Counts,4.9.2.1,715,,685,,15,,0,,0,,0,,0,,10,,20,
2021,"Gander (CA), N.L.",25 to 34 years,Men+,% distribution (2021),4.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",25 to 34 years,Women+,2021 Counts,4.9.3.1,715,,685,,15,,0,,0,,0,,0,,10,,10,
2021,"Gander (CA), N.L.",25 to 34 years,Women+,% distribution (2021),4.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",35 to 44 years,Total - Gender,2021 Counts,4.10.1.1,1620,,1540,,65,,0,,0,,20,,10,,30,,10,
2021,"Gander (CA), N.L.",35 to 44 years,Total - Gender,% distribution (2021),4.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",35 to 44 years,Men+,2021 Counts,4.10.2.1,785,,735,,40,,0,,0,,10,,0,,15,,10,
2021,"Gander (CA), N.L.",35 to 44 years,Men+,% distribution (2021),4.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",35 to 44 years,Women+,2021 Counts,4.10.3.1,835,,805,,25,,0,,0,,10,,0,,10,,0,
2021,"Gander (CA), N.L.",35 to 44 years,Women+,% distribution (2021),4.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",45 to 54 years,Total - Gender,2021 Counts,4.11.1.1,2090,,2035,,50,,10,,0,,10,,0,,30,,0,
2021,"Gander (CA), N.L.",45 to 54 years,Total - Gender,% distribution (2021),4.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",45 to 54 years,Men+,2021 Counts,4.11.2.1,965,,930,,30,,0,,0,,10,,0,,15,,0,
2021,"Gander (CA), N.L.",45 to 54 years,Men+,% distribution (2021),4.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",45 to 54 years,Women+,2021 Counts,4.11.3.1,1125,,1100,,25,,10,,0,,0,,0,,15,,0,
2021,"Gander (CA), N.L.",45 to 54 years,Women+,% distribution (2021),4.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",55 to 64 years,Total - Gender,2021 Counts,4.12.1.1,1925,,1895,,35,,15,,0,,10,,10,,0,,0,
2021,"Gander (CA), N.L.",55 to 64 years,Total - Gender,% distribution (2021),4.12.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",55 to 64 years,Men+,2021 Counts,4.12.2.1,985,,975,,15,,0,,0,,0,,10,,0,,0,
2021,"Gander (CA), N.L.",55 to 64 years,Men+,% distribution (2021),4.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",55 to 64 years,Women+,2021 Counts,4.12.3.1,935,,920,,20,,10,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",55 to 64 years,Women+,% distribution (2021),4.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 years and over,Total - Gender,2021 Counts,4.13.1.1,2530,,2500,,35,,30,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 years and over,Total - Gender,% distribution (2021),4.13.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 years and over,Men+,2021 Counts,4.13.2.1,1175,,1160,,15,,15,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 years and over,Men+,% distribution (2021),4.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 years and over,Women+,2021 Counts,4.13.3.1,1360,,1340,,15,,10,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 years and over,Women+,% distribution (2021),4.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 to 74 years,Total - Gender,2021 Counts,4.14.1.1,1580,,1550,,25,,20,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 to 74 years,Total - Gender,% distribution (2021),4.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 to 74 years,Men+,2021 Counts,4.14.2.1,760,,755,,10,,10,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 to 74 years,Men+,% distribution (2021),4.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 to 74 years,Women+,2021 Counts,4.14.3.1,820,,800,,15,,10,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",65 to 74 years,Women+,% distribution (2021),4.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",75 years and over,Total - Gender,2021 Counts,4.15.1.1,955,,945,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",75 years and over,Total - Gender,% distribution (2021),4.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",75 years and over,Men+,2021 Counts,4.15.2.1,410,,410,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",75 years and over,Men+,% distribution (2021),4.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",75 years and over,Women+,2021 Counts,4.15.3.1,540,,540,,0,,0,,0,,0,,0,,0,,0,
2021,"Gander (CA), N.L.",75 years and over,Women+,% distribution (2021),4.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grand Falls-Windsor (CA), N.L.",Total - Age,Total - Gender,2021 Counts,5.1.1.1,13600,,13250,,260,,130,,15,,20,,50,,40,,95,
2021,"Grand Falls-Windsor (CA), N.L.",Total - Age,Total - Gender,% distribution (2021),5.1.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grand Falls-Windsor (CA), N.L.",Total - Age,Men+,2021 Counts,5.1.2.1,6545,,6365,,125,,60,,10,,15,,35,,10,,50,
2021,"Grand Falls-Windsor (CA), N.L.",Total - Age,Men+,% distribution (2021),5.1.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grand Falls-Windsor (CA), N.L.",Total - Age,Women+,2021 Counts,5.1.3.1,7060,,6880,,130,,75,,10,,10,,15,,25,,45,
2021,"Grand Falls-Windsor (CA), N.L.",Total - Age,Women+,% distribution (2021),5.1.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grand Falls-Windsor (CA), N.L.",0 to 14 years,Total - Gender,2021 Counts,5.2.1.1,1925,,1925,,0,,0,,0,,0,,0,,0,,0,
2021,"Grand Falls-Windsor (CA), N.L.",0 to 14 years,Total - Gender,% distribution (2021),5.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grand Falls-Windsor (CA), N.L.",0 to 14 years,Men+,2021 Counts,5.2.2.1,965,,965,,0,,0,,0,,0,,0,,0,,0,
2021,"Grand Falls-Windsor (CA), N.L.",0 to 14 years,Men+,% distribution (2021),5.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Grand Falls-Windsor (CA), N.L.",0 to 14 years,Women+,2021 Counts,5.2.3.1,960,,960,,0,,0,,0,,0,,0,,0,,0,
